Image,Exercise,rhead,chead,rlelbow,clelbow,rrelbow,crelbow,rlhand,clhand,rrhand,crhand,rhip,chip,rlknee,clknee,rrknee,crknee,rlfoot,clfoot,rrfoot,crfoot
013 043,pushup,225,267,341,403,387,337,283,573,329,449,595,329,865,399,855,379,1095,455,1071,453
9 34.jpg,pushup,235,123,241,213,183,228,279,189,244,196,237,274,246,404,237,386,252,512,246,504
8 033.jpg,pushup,54,447,162,407,182,391,216,421,249,413,131,292,182,169,182,169,196,119,208,97
013 081,pushup,213,345,383,415,415,337,309,581,345,457,627,401,867,423,865,403,1107,447,1091,453
9 03.jpg,pushup,247,145,256,235,196,249,289,204,255,211,246,297,258,430,259,404,251,535,241,528
7 009.jpg,pushup,89,263,208,325,186,275,283,308,261,248,154,292,202,467,202,453,210,524,214,505
9 04.jpg,pushup,256,145,251,231,191,241,289,204,255,211,248,299,259,433,254,399,251,535,241,528
7 037.jpg,pushup,178,221,230,345,187,245,264,305,235,250,199,359,220,444,221,441,208,526,208,510
013 051,pushup,197,417,327,421,363,337,279,579,329,451,573,409,859,437,833,407,1087,453,1065,445
8 007.jpg,pushup,217,468,160,381,201,358,264,391,261,395,207,307,195,216,216,191,202,108,205,81
8 045.jpg,pushup,140,451,190,384,203,361,221,401,256,400,172,291,190,186,202,176,195,102,206,82
9 38.jpg,pushup,95,147,208,214,161,217,279,189,244,196,173,302,216,418,214,417,252,512,246,504
7 013.jpg,pushup,248,229,236,364,188,265,283,308,261,248,221,365,227,464,453,232,210,524,214,505
9 23.jpg,pushup,205,130,250,229,197,212,284,199,249,205,219,291,243,403,241,391,258,523,242,515
7 036.jpg,pushup,232,213,224,346,177,254,264,305,235,250,223,354,226,457,227,448,208,526,208,510
9 50.jpg,pushup,74,155,199,202,150,211,269,191,232,195,158,307,205,415,208,401,238,512,229,502
013 020,pushup,181,381,311,395,347,331,253,549,289,429,571,395,835,405,829,379,1063,139,1049,433
9 15.jpg,pushup,254,132,250,226,191,229,286,202,256,208,250,286,254,415,247,391,258,531,251,519
9 28.jpg,pushup,101,147,214,208,168,219,284,199,249,205,176,305,224,421,222,406,258,523,242,515
9 05.jpg,pushup,256,145,251,231,191,241,289,204,255,211,248,299,259,433,254,399,251,535,241,528
7 003.jpg,pushup,247,222,238,357,195,265,283,308,261,248,220,364,220,451,212,438,210,524,214,505
013 086,pushup,245,221,381,395,419,319,305,579,341,457,641,317,895,383,877,355,1105,451,1083,439
013 027,pushup,207,267,377,405,383,351,277,571,309,449,583,349,863,397,863,379,1075,445,1059,445
8 016.jpg,pushup,212,465,165,377,214,356,216,415,249,407,203,298,195,187,219,175,203,118,209,94
7 021.jpg,pushup,96,267,210,344,189,282,283,308,261,248,164,393,203,469,202,465,210,524,214,505
7 004.jpg,pushup,247,222,238,357,195,265,283,308,261,248,220,364,220,451,212,438,210,524,214,505
7 015.jpg,pushup,242,233,234,366,191,268,283,308,261,248,225,374,220,474,219,455,210,524,214,505
013 075,pushup,243,243,375,397,411,335,309,561,345,441,639,343,885,399,885,379,1097,439,1087,435
7 017.jpg,pushup,113,255,215,346,188,275,283,308,261,248,165,378,206,463,203,457,210,524,214,505
8 030.jpg,pushup,110,469,172,407,192,375,216,421,249,413,166,307,179,205,195,216,196,119,208,97
9 45.jpg,pushup,233,121,225,208,175,223,273,192,237,198,236,278,234,400,233,389,244,517,237,506
7 040.jpg,pushup,73,258,195,313,173,265,264,305,235,250,146,383,197,453,190,453,208,526,208,510
