Image,Exercise,rhead,chead,rlelbow,clelbow,rrelbow,crelbow,rlhand,clhand,rrhand,crhand,rhip,chip,rlknee,clknee,rrknee,crknee,rlfoot,clfoot,rrfoot,crfoot
karthik_armcurls 024,armcurl,385,265,340,523,522,522,339,404,508,402,404,577,360,717,443,711,363,869,437,872
3 049.jpg,armcurl,96,183,258,187,233,163,187,141,303,133,294,197,408,178,394,156,498,167,482,156
015 018,armcurl,335,123,395,429,395,429,313,635,361,669,403,572,399,841,399,841,373,1148,363,1102
012 068,armcurl,353,185,439,533,233,529,475,727,181,329,359,615,393,869,309,873,397,1123,305,1120
1 045.jpg,armcurl,128,162,274,220,282,120,353,244,370,101,335,165,412,186,415,149,529,184,524,148
1 016.jpg,armcurl,128,162,280,220,301,129,373,238,220,102,335,165,412,186,415,149,529,184,524,148
2 095.jpg,armcurl,151,149,282,205,288,101,366,226,374,90,330,151,433,189,429,133,521,201,518,145
3 079.jpg,armcurl,99,154,253,167,248,142,333,151,308,116,279,180,399,164,396,146,493,154,479,144
015 024,armcurl,335,123,395,429,395,429,237,209,361,669,403,572,399,841,399,841,373,1148,363,1102
1 013.jpg,armcurl,128,162,280,220,289,117,373,238,374,103,335,165,412,186,415,149,529,184,524,148
2 066.jpg,armcurl,151,149,269,224,277,129,353,237,294,97,330,151,433,189,429,133,521,201,518,145
015 043,armcurl,331,135,397,437,397,437,367,665,275,597,409,573,403,839,403,839,375,1143,371,1093
2 059.jpg,armcurl,151,149,273,217,275,126,339,240,354,105,330,151,433,189,429,133,521,201,518,145
1 039.jpg,armcurl,128,162,289,231,284,131,375,246,347,90,335,165,412,186,415,149,529,184,524,148
2 027.jpg,armcurl,153,160,283,227,296,132,367,243,262,107,323,158,439,181,443,132,530,190,530,129
1 080.jpg,armcurl,132,178,279,230,289,128,369,246,211,100,341,173,425,191,426,156,535,193,527,158
karthik_armcurls 015,armcurl,385,265,328,493,496,480,284,542,543,527,404,577,360,717,443,711,363,869,437,872
3 050.jpg,armcurl,96,183,258,194,233,163,272,120,303,133,294,197,408,178,394,156,498,167,482,156
015 029,armcurl,335,123,395,429,395,429,271,613,361,669,403,572,399,841,399,841,373,1148,363,1102
3 055.jpg,armcurl,96,183,244,189,238,155,317,171,161,129,275,182,380,170,377,144,479,159,466,151
1 094.jpg,armcurl,132,178,275,227,287,132,365,244,209,107,341,173,425,191,426,156,535,193,527,158
012 037,armcurl,353,185,443,517,213,527,497,711,175,443,357,631,399,873,307,873,395,1125,303,1123
015 044,armcurl,329,133,401,441,401,441,361,673,311,647,413,581,413,857,413,857,383,1149,371,1097
1 064.jpg,armcurl,132,178,277,230,274,130,367,242,362,112,341,173,425,191,426,156,535,193,527,158
3 040.jpg,armcurl,109,169,257,183,257,165,340,169,250,94,294,197,408,178,394,156,498,167,482,156
3 070.jpg,armcurl,90,167,249,179,236,156,326,161,251,89,286,185,382,168,381,149,486,158,473,148
karthik_armcurls 016,armcurl,385,265,328,493,496,480,284,542,543,527,404,577,360,717,443,711,363,869,437,872
2 069.jpg,armcurl,151,149,269,224,270,128,353,237,270,94,330,151,433,189,429,133,521,201,518,145
1 081.jpg,armcurl,132,178,279,230,290,127,369,246,201,106,341,173,425,191,426,156,535,193,527,158
2 060.jpg,armcurl,151,149,279,216,275,126,207,225,354,105,330,151,433,189,429,133,521,201,518,145
1 069.jpg,armcurl,132,178,277,230,281,135,367,242,362,107,341,173,425,191,426,156,535,193,527,158
karthik_armcurls 079,armcurl,385,265,303,543,450,527,285,426,452,422,404,577,360,717,443,711,363,869,437,872
012 024,armcurl,349,193,467,513,243,511,509,339,201,703,353,627,393,865,307,865,395,1127,303,1119
1 065.jpg,armcurl,132,178,277,230,280,139,367,242,308,91,341,173,425,191,426,156,535,193,527,158
karthik_armcurls 040,armcurl,385,265,327,544,496,540,287,477,511,470,404,577,360,717,443,711,363,869,437,872
012 017,armcurl,353,185,457,498,217,504,503,679,175,632,353,627,393,865,307,865,395,1127,303,1119
1 001.jpg,armcurl,130,165,282,223,280,124,368,239,354,86,339,166,416,187,416,149,534,183,527,147
3 005.jpg,armcurl,101,187,251,209,245,187,344,199,249,107,280,223,389,198,394,178,493,185,479,176
015 077,armcurl,335,123,393,429,393,429,180,327,359,673,405,577,399,851,399,851,379,1143,365,1099
karthik_armcurls 033,armcurl,385,265,365,519,538,517,334,405,558,393,404,577,360,717,443,711,363,869,437,872
3 058.jpg,armcurl,96,183,244,189,232,147,317,171,298,120,275,182,380,170,377,144,479,159,466,151
015 078,armcurl,329,133,401,441,401,441,220,256,359,673,413,581,413,857,413,857,383,1149,371,1097
karthik_armcurls 085,armcurl,385,265,322,479,472,475,306,608,490,599,404,577,360,717,443,711,363,869,437,872
karthik_armcurls 097,armcurl,385,265,310,560,452,548,277,519,468,515,404,577,360,717,443,711,363,869,437,872
3 026.jpg,armcurl,109,176,260,197,245,174,361,185,323,128,284,212,402,189,393,168,502,178,488,166
2 073.jpg,armcurl,151,149,280,214,274,125,228,231,356,110,330,151,433,189,429,133,521,201,518,145
015 047,armcurl,331,135,397,437,397,437,219,555,325,655,409,573,403,839,403,839,375,1143,371,1093
1 009.jpg,armcurl,128,162,291,211,281,111,215,222,365,91,335,165,412,186,415,149,529,184,524,148
3 066.jpg,armcurl,90,167,249,179,247,152,326,161,300,123,286,185,382,168,381,149,486,158,473,148
015 003,armcurl,335,123,395,429,395,429,361,669,361,669,403,572,399,841,399,841,373,1148,363,1102
1 051.jpg,armcurl,132,178,280,224,280,126,369,241,362,96,341,173,425,191,426,156,535,193,527,158
012 008,armcurl,353,185,459,497,227,489,505,689,173,585,359,615,393,869,309,873,397,1123,305,1120
015 031,armcurl,329,133,401,441,401,441,361,673,321,635,413,581,413,857,413,857,383,1149,371,1097
015 001,armcurl,335,123,393,429,393,429,359,673,359,673,405,577,399,851,399,851,379,1143,365,1099
015 027,armcurl,325,133,393,437,393,437,161,435,361,667,401,575,387,851,387,851,379,1141,369,1101
3 038.jpg,armcurl,101,176,257,185,250,155,352,164,319,129,294,197,408,178,394,156,498,167,482,156
012 088,armcurl,353,185,435,537,217,529,489,719,165,739,357,631,399,873,307,873,395,1125,303,1123
015 070,armcurl,335,123,395,429,395,429,361,669,178,513,403,572,399,841,399,841,373,1148,363,1102
015 035,armcurl,335,123,395,429,395,429,361,669,209,305,403,572,399,841,399,841,373,1148,363,1102
karthik_armcurls 004,armcurl,385,265,303,460,494,443,296,343,484,329,404,577,360,717,443,711,363,869,437,872
2 075.jpg,armcurl,151,149,282,212,274,125,217,223,356,110,330,151,433,189,429,133,521,201,518,145
2 050.jpg,armcurl,153,160,287,225,288,131,358,252,370,111,323,158,439,181,443,132,530,190,530,129
3 082.jpg,armcurl,99,154,252,167,243,139,331,149,186,118,279,180,399,164,396,146,493,154,479,144
1 041.jpg,armcurl,128,162,289,231,299,129,375,246,217,104,335,165,412,186,415,149,529,184,524,148
karthik_armcurls 042,armcurl,385,265,331,529,499,528,325,407,498,406,404,577,360,717,443,711,363,869,437,872
karthik_armcurls 006,armcurl,385,265,319,469,486,470,246,480,540,452,404,577,360,717,443,711,363,869,437,872
3 001.jpg,armcurl,109,181,260,196,258,183,354,198,299,125,301,212,388,203,382,174,503,186,489,175
015 036,armcurl,329,133,401,441,401,441,361,673,250,254,413,581,413,857,413,857,383,1149,371,1097
2 008.jpg,armcurl,153,160,294,222,299,123,374,236,374,104,323,158,439,181,443,132,530,190,530,129
3 016.jpg,armcurl,72,185,236,191,220,162,328,180,141,135,270,208,367,188,363,169,468,176,455,166
012 099,armcurl,355,179,429,537,205,531,487,733,111,427,355,623,393,865,309,871,390,1124,302,1122
1 022.jpg,armcurl,128,162,287,217,291,119,206,224,376,101,335,165,412,186,415,149,529,184,524,148
015 058,armcurl,329,133,401,441,401,441,281,645,361,667,413,581,413,857,413,857,383,1149,371,1097
karthik_armcurls 090,armcurl,385,265,301,530,436,530,287,411,439,406,404,577,360,717,443,711,363,869,437,872
2 015.jpg,armcurl,153,160,284,212,292,121,365,230,290,90,323,158,439,181,443,132,530,190,530,129
015 037,armcurl,325,133,393,437,393,437,361,667,281,249,401,575,387,851,387,851,379,1141,369,1101
1 019.jpg,armcurl,128,162,279,221,291,119,367,240,376,101,335,165,412,186,415,149,529,184,524,148
1 086.jpg,armcurl,132,178,276,223,285,124,362,242,369,108,341,173,425,191,426,156,535,193,527,158
karthik_armcurls 007,armcurl,385,265,310,482,477,471,270,604,516,591,404,577,360,717,443,711,363,869,437,872
karthik_armcurls 092,armcurl,385,265,288,535,441,534,290,441,437,445,404,577,360,717,443,711,363,869,437,872
2 058.jpg,armcurl,151,149,273,224,275,126,358,236,354,105,330,151,433,189,429,133,521,201,518,145
3 029.jpg,armcurl,109,176,260,197,257,166,361,185,193,113,284,212,402,189,393,168,502,178,488,166
3 020.jpg,armcurl,82,170,239,197,226,150,316,147,297,129,276,195,375,175,374,157,477,164,463,150
1 067.jpg,armcurl,132,178,277,230,286,136,367,242,201,111,341,173,425,191,426,156,535,193,527,158
015 097,armcurl,335,123,395,429,395,429,361,669,256,298,403,572,399,841,399,841,373,1148,363,1102
015 061,armcurl,335,123,393,429,393,429,359,673,237,593,405,577,399,851,399,851,379,1143,365,1099
3 025.jpg,armcurl,103,180,256,202,253,169,357,189,322,145,290,207,399,186,398,171,494,174,482,163
karthik_armcurls 068,armcurl,385,265,296,507,453,495,252,594,478,579,404,577,360,717,443,711,363,869,437,872
012 025,armcurl,347,189,455,511,241,511,499,301,201,703,359,615,393,869,309,873,397,1123,305,1120
015 011,armcurl,329,133,401,441,401,441,345,665,275,269,413,581,413,857,413,857,383,1149,371,1097
1 026.jpg,armcurl,128,162,275,229,273,131,365,246,360,103,335,165,412,186,415,149,529,184,524,148
1 071.jpg,armcurl,132,178,270,135,272,135,361,250,361,117,341,173,425,191,426,156,535,193,527,158
1 023.jpg,armcurl,128,162,270,218,291,119,292,248,376,101,335,165,412,186,415,149,529,184,524,148
2 061.jpg,armcurl,151,149,275,214,275,126,194,226,354,105,330,151,433,189,429,133,521,201,518,145
1 034.jpg,armcurl,128,162,292,224,279,131,209,233,371,113,335,165,412,186,415,149,529,184,524,148
3 071.jpg,armcurl,94,163,240,179,237,146,322,164,297,116,282,187,391,171,384,149,485,159,473,147
2 077.jpg,armcurl,151,149,278,224,274,125,359,241,356,110,330,151,433,189,429,133,521,201,518,145
1 074.jpg,armcurl,132,178,280,225,272,135,194,231,361,117,341,173,425,191,426,156,535,193,527,158
012 087,armcurl,353,185,445,529,211,529,519,639,167,741,353,627,393,865,307,865,395,1127,303,1119
3 052.jpg,armcurl,96,183,248,190,237,162,332,174,306,140,275,182,380,170,377,144,479,159,466,151
2 092.jpg,armcurl,151,149,283,221,291,125,370,239,372,107,330,151,433,189,429,133,521,201,518,145
1 061.jpg,armcurl,132,178,286,222,274,124,229,238,358,102,341,173,425,191,426,156,535,193,527,158
3 018.jpg,armcurl,60,165,214,188,202,151,314,169,286,117,260,191,357,174,344,146,458,163,444,151
012 026,armcurl,347,189,453,509,241,511,501,301,189,689,359,615,393,869,309,873,397,1123,305,1120
2 082.jpg,armcurl,151,149,278,223,288,130,361,238,274,100,330,151,433,189,429,133,521,201,518,145
karthik_armcurls 045,armcurl,385,265,325,528,491,528,300,611,513,604,404,577,360,717,443,711,363,869,437,872
012 063,armcurl,349,193,443,527,215,521,483,715,167,683,355,623,393,865,309,871,390,1124,302,1122
2 037.jpg,armcurl,153,160,283,224,294,118,363,243,374,101,323,158,439,181,443,132,530,190,530,129
1 101.jpg,armcurl,132,178,294,222,282,127,215,226,373,112,341,173,425,191,426,156,535,193,527,158
012 093,armcurl,349,193,433,543,211,497,481,729,131,525,357,631,399,873,307,873,395,1125,303,1123
